MATRICE DE COMPARAISON,Precision AVG (%) 43.3300288548,Recall AVG (%)29.1369047619,FMesure AVG (%): 26.0127350843,FMesure ecart-type : 15.4882037349
,Cluster 0,Cluster 1,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Cluster 11,Cluster 12,Cluster 13,Cluster 14,Cluster 15,Cluster 16,Cluster 17,Cluster 18,Cluster 19,Cluster 20,Cluster 21,Cluster 22
Reference cluster 0,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.3333333333333333, 0.3333333333333333, 0.3333333333333283)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.15384615384615385, 0.6666666666666666, 0.24999999999999695)","(0.0, 0.0, 0.0)"
Reference cluster 1,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(1.0, 0.6666666666666666, 0.7999999999999953)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.018867924528301886, 0.3333333333333333, 0.0357142857142847)"
Reference cluster 2,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.05660377358490566, 0.75, 0.10526315789473555)"
Reference cluster 3,"(1.0, 0.14285714285714285, 0.2499999999999978)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(1.0, 0.14285714285714285, 0.2499999999999978)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(1.0, 0.14285714285714285, 0.2499999999999978)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.3333333333333333, 0.14285714285714285, 0.1999999999999958)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.14285714285714285, 0.14285714285714285, 0.14285714285713785)","(0.07692307692307693, 0.14285714285714285, 0.09999999999999547)","(0.018867924528301886, 0.14285714285714285, 0.03333333333333127)"
Reference cluster 4,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.14285714285714285, 0.3333333333333333, 0.1999999999999958)","(0.0, 0.0, 0.0)","(0.03773584905660377, 0.6666666666666666, 0.07142857142857041)"
Reference cluster 5,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(1.0, 0.08333333333333333, 0.15384615384615244)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.2, 0.08333333333333333, 0.11764705882352526)","(0.2857142857142857, 0.16666666666666666, 0.21052631578946904)","(0.3076923076923077, 0.3333333333333333, 0.319999999999995)","(0.03773584905660377, 0.16666666666666666, 0.06153846153845853)"
Reference cluster 6,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.25, 0.25, 0.249999999999995)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.05660377358490566, 0.75, 0.10526315789473555)"
Reference cluster 7,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.25, 0.25, 0.249999999999995)","(0.25, 0.25, 0.249999999999995)","(0.2, 0.25, 0.2222222222222173)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.018867924528301886, 0.25, 0.03508771929824431)"
Reference cluster 8,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.25, 0.14285714285714285, 0.1818181818181772)","(0.0, 0.0, 0.0)","(0.2, 0.14285714285714285, 0.1666666666666618)","(0.0, 0.0, 0.0)","(0.07692307692307693, 0.14285714285714285, 0.09999999999999547)","(0.05660377358490566, 0.42857142857142855, 0.09999999999999795)"
Reference cluster 9,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.05660377358490566, 0.5, 0.10169491525423546)"
Reference cluster 10,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.3333333333333333, 0.14285714285714285, 0.1999999999999958)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.09433962264150944, 0.7142857142857143, 0.16666666666666463)"
Reference cluster 11,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.3333333333333333, 0.16666666666666666, 0.22222222222221777)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.07547169811320754, 0.6666666666666666, 0.13559322033898122)"
Reference cluster 12,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.3333333333333333, 0.2, 0.2499999999999953)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.03773584905660377, 0.4, 0.06896551724137774)"
Reference cluster 13,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(1.0, 0.2, 0.3333333333333306)","(0.6666666666666666, 0.2, 0.30769230769230416)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.25, 0.1, 0.1428571428571388)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.15384615384615385, 0.2, 0.17391304347825595)","(0.03773584905660377, 0.2, 0.06349206349206082)"
""
CLUSTER DE REFERENCE
Reference cluster 0,imperfections,ridules,rides
Reference cluster 1,solaire,uv,protection
Reference cluster 2,odeur,agréable,sent,parfum
Reference cluster 3,boutons,camoufle,colle,rougeurs,pique,taches,pores
Reference cluster 4,couvrant,couvrance,couvre
Reference cluster 5,brillance,naturel,mine,effet,briller,lisse,matifie,teintée,brille,teint,unifie,éclat
Reference cluster 6,pratique,utilisation,facile,application
Reference cluster 7,couleur,teinte,belle,gamme
Reference cluster 8,hydratante,hydratée,hydratation,hydrate,douce,hydratant,sensation
Reference cluster 9,efficacité,parfait,résultat,satisfaite,qualité,efficace
Reference cluster 10,pot,flacon,pompe,présentation,bouchon,tube,emballage
Reference cluster 11,temps,tient,journée,dure,jours,jour
Reference cluster 12,cher,chère,rapport,acheté,prix
Reference cluster 13,mixtes,naturelle,sèche,sensible,peaux,peau,mixte,convient,grasse,grasses
""
CLUSTER PRÉDITS
Cluster 0,pique
Cluster 1,maquiller
Cluster 2,impression
Cluster 3,film
Cluster 4,claire
Cluster 5,taches
Cluster 6,donne
Cluster 7,poudre
Cluster 8,mine
Cluster 9,pores
Cluster 10,zone
Cluster 11,solaire,uv
Cluster 12,mixtes,grasses
Cluster 13,seche,sensible,mixte
Cluster 14,teintee,jour,nuit
Cluster 15,boutons,achete,rides
Cluster 16,rapport,qualite,emballage
Cluster 17,gamme,utilisation,matin,sensation
Cluster 18,naturelle,teinte,parfaite,maquillage
Cluster 19,lisse,douce,hydratee,belle,resultat
Cluster 20,naturel,joli,unifie,eclat,camoufle,couvre,masque
Cluster 21,brillance,rougeurs,imperfections,hydrate,matifie,grasse,brille,convient,gras,briller,journee,long,ridules
Cluster 22,cher,produit,prix,adore,recommande,racheterai,pot,tube,presentation,efficacite,hydratant,texture,odeur,penetre,creme,parfum,dommage,creme,protection,pratique,pompe,tient,dure,flacon,agreable,legere,fluide,hydratation,effet,penetration,colle,sent,facile,bouchon,viens,chere,hydratante,hiver,peaux,temps,couleur,peau,application,efficace,parfait,couvrance,soin,visage,jours,couvrant,teint,satisfaite,deçue
